rf,rf,rf,xgb,xgb,xgb,stack,stack,stack
rmse,mae,r2,rmse,mae,r2,rmse,mae,r2
1.6818868578436579,1.2584311628177547,0.9363626081789195,1.1632044463877822,0.8477231613728139,0.9695609618494292,1.2319656241676182,0.8817891781365975,0.9658558742469554
1.582689970286156,1.2053286252136794,0.9320934678931801,1.1543127892518155,0.8068546375242068,0.9638784093398838,1.1722492479945168,0.8500605282735906,0.9627471265191566
1.4358573429787196,1.097874086538426,0.9339851797852555,1.1750653668908528,0.8069129780356898,0.955787720126279,1.156104435032684,0.8180329388340961,0.9572030329571919
1.4276385727621697,1.0907116282051175,0.9544554155820705,1.045110129304811,0.740912542735043,0.9755924430875993,1.0567956610884808,0.7700296808879774,0.9750435826541152
1.653274401146731,1.1930192399572723,0.9337007217165282,1.4385921423769552,0.9237498923485918,0.9498010901428542,1.4269264474915084,0.9352419698666734,0.9506119256560963
1.4258284147285711,1.1109400910256386,0.9550459134092023,1.071681966669391,0.7582842821013616,0.9746039313247943,1.0886386848651037,0.789483657911185,0.9737939133297927
1.4293766864519104,1.094238586538472,0.9524969925894524,1.1865213998557982,0.8224656392937033,0.9672675232652652,1.135950834927725,0.8170576967475549,0.9699982362335847
1.5556743737791126,1.1496167741453156,0.938585514748187,1.28062995746373,0.7875853987421539,0.9583820451661471,1.2869488031025977,0.8342090076755961,0.9579703318237968
1.7431619765213653,1.2937236658119668,0.9376674363870858,1.1791230072320027,0.8307491819202388,0.9714794610781592,1.2727788352609675,0.8921277433593936,0.9667688484869005
1.6106380428822509,1.2248552338675411,0.9409485606160449,0.9082183108380606,0.6778584827599163,0.9812234806306004,1.0050289999386017,0.7428669823203496,0.9770072048914802
