rf,rf,rf,xgb,xgb,xgb,stack,stack,stack
rmse,mae,r2,rmse,mae,r2,rmse,mae,r2
62.118437065080784,46.84494375979669,0.8824844312500778,17.456874468699944,13.353668659189157,0.9907191587409742,5.741912147641704,4.622503732473716,0.9989959219954883
53.08039116010526,40.62609169839983,0.8836537436417645,14.395461457736467,11.383663618189514,0.9914427274087286,4.902695964248185,3.92744945641782,0.9990074460821916
48.785638299674225,37.44295118261031,0.9128817237427931,13.122058233570732,9.750632952506466,0.9936972626104115,4.909973613502627,3.7688886796599155,0.9991175632081543
61.54634145899265,47.861568121848045,0.8758291254131516,16.578121146290137,13.489714294956368,0.9909908073462717,5.653185130774266,4.449105163554453,0.9989523850869576
60.89731891621958,42.07131120442629,0.8662052463749977,15.877342191078522,12.094874815649602,0.9909050911987689,5.018682455556285,3.8869068826297557,0.9990912965557741
58.494344350761146,42.25888914145102,0.8874361078316908,17.024404875489367,13.09228078465299,0.9904651201480696,5.389361481002071,4.271518715753515,0.9990444663743543
63.293454986630515,45.589928124679574,0.8711401231264502,21.336450933873383,15.415129014410859,0.9853565142605893,5.94375234045174,4.302302823767142,0.9988636254036812
61.59535738256362,44.835500781269964,0.8739469457980786,15.56125991642874,11.988913053030078,0.9919546132205476,4.603866936199187,3.583321852554727,0.9992957887806387
56.095525318182055,42.37118284869618,0.8983620000903831,22.407474623752652,13.957222255489956,0.9837824405790571,6.727643589588777,4.507095265277277,0.9985380732160192
60.30116230333905,45.261875936169986,0.8687961997439044,19.325818074066277,13.607859496804824,0.9865236953024841,5.206456746683889,3.901501583349528,0.9990219082911801
