rf,rf,rf,xgb,xgb,xgb,stack,stack,stack
rmse,mae,r2,rmse,mae,r2,rmse,mae,r2
0.618522020251269,0.3913814285714266,0.9959571612912754,0.5960954326770689,0.36832757350376666,0.9962450196185922,0.6382202277369239,0.40799341322406824,0.9956955545045386
0.326516184417548,0.2430076086956535,0.9987959905061585,0.35803955590826864,0.26118176280588357,0.9985522868961968,0.33848292621419684,0.25034836414349676,0.9987061199414202
0.44560277847718727,0.32756413043477767,0.9981799337334103,0.4011502284452788,0.29497657997020804,0.9985249541912633,0.4187314827656116,0.3110352006636832,0.9983928269171422
0.4487519850248828,0.30409028985507297,0.9975318616572045,0.4662859948514627,0.3170674136065056,0.9973352192873178,0.4860335720769738,0.326004119587042,0.9971047286641325
0.5157606822887296,0.36212318840580404,0.9974697952992166,0.4597773562279126,0.33574575197523915,0.9979892672470784,0.48329147463694977,0.35442275565274867,0.9977783406787414
0.35955516324119824,0.25120079710144994,0.9986447945616731,0.36413254134469636,0.26026633635811186,0.9986100695773511,0.3612766715115438,0.245321677532679,0.9986317863633819
0.4203642754728836,0.28682775362318774,0.9981304573840512,0.3816704262274734,0.26950144062871517,0.9984587936560586,0.39062761400092966,0.2709016756350379,0.9983856055717663
0.48768470418761123,0.3348681159420321,0.9980348647671516,0.43905738501409386,0.32531720230544847,0.998407216507613,0.4611934931925498,0.337560494831467,0.9982425599637524
0.4136669625820776,0.2812326086956488,0.998341087137212,0.4180968549758314,0.3187092938630477,0.9983053668369518,0.4101293341680567,0.3074526679840396,0.9983693394462714
0.49043595613930735,0.36549239130434547,0.99749156697374,0.5106067164276442,0.38522725865460805,0.9972809890866636,0.4873330086496036,0.36300551794939023,0.9975232078555824
